PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked,HasCabin,Deck
510,0,3,Mr. Olaf Dahl,male,13.361160730941776,3,0,PC 40885,13.520117116369136,S,0,Unknown
511,0,3,Mr. Olaf Dahl,male,37.34834158896187,0,0,PC 75214,5.210745039362209,C,1,G
512,0,2,Mr. George Harris,male,33.94497546533789,0,0,PC 86544,74.87795495870405,S,0,Unknown
513,0,3,Miss. Dagmar Bryhl,female,34.00138354940771,0,0,PC 54870,2.949891459006019,S,0,Unknown
514,0,3,Mrs. Bridget OBrien,female,45.7712176884589,0,0,PC 58110,5.814085966417652,S,0,Unknown
515,0,1,Capt. Edward Smith,male,21.801632458743484,1,1,PC 15171,37.205245513662845,S,0,Unknown
516,1,1,Lady Duff-Gordon,female,27.12431178878761,0,1,PC 19589,0.7129426469220487,S,0,Unknown
517,1,2,Mrs. Ethel Beane,female,29.930379863891222,1,0,PC 28077,37.832218021083385,S,0,Unknown
518,0,3,Mr. Olaf Dahl,male,21.39867281867651,0,0,PC 74874,0.445489321608346,S,1,C
519,1,3,Mrs. Anna Sage,female,14.292945627925167,0,0,PC 82246,38.58485074286853,S,0,Unknown
520,0,1,Major Fortescue,male,18.935843893411864,1,2,PC 95772,187.01026889923352,S,0,Unknown
521,0,3,Mr. Mustafa Ozkan,male,7.86568582535787,0,1,PC 48227,10.5057203840117,Q,0,Unknown
522,0,2,Mr. Henry Reg,male,32.585772462688574,0,1,PC 24937,16.236582483868187,S,1,F
523,1,3,Mr. Ali Hassan,male,61.80015581722056,0,0,PC 19754,14.531245700493784,S,0,Unknown
524,0,3,Mr. Patrick Murphy,male,15.606342765181529,1,0,PC 35688,6.70576546719931,C,0,Unknown
525,0,3,Mrs. Anna Sage,female,24.14262855989648,0,0,PC 17048,14.274264522118678,S,0,Unknown
526,0,3,Mr. Olaf Dahl,male,56.805942720295285,1,0,PC 32568,0.6274797687205481,S,1,B
527,0,2,Mr. George Harris,male,34.9798492668082,0,0,PC 85019,1.1501552847296148,S,0,Unknown
528,0,2,Mr. George Harris,male,31.600653625649382,1,2,PC 27545,12.649157168887882,S,1,C
529,1,1,Mrs. Margaret Brown,female,27.411824508686,0,0,PC 92949,67.00417226021237,S,0,Unknown
530,1,3,Mr. Olaf Dahl,male,25.287118464326788,1,0,PC 55217,29.970524430831222,C,0,Unknown
531,0,3,Mr. Johan Larsson,male,20.599318822554785,0,0,PC 58122,1.5145686004373766,S,0,Unknown
532,0,3,Mr. Patrick Murphy,male,33.5594208365487,1,2,PC 43746,23.6957722193702,S,0,Unknown
533,1,3,Mr. Patrick Murphy,male,33.91631010766756,0,0,PC 18709,3.230216906367793,S,0,Unknown
534,0,3,Miss. Mary Kelly,female,22.39259631091392,0,0,PC 35358,6.863882707108714,C,1,A
535,0,3,Miss. Dagmar Bryhl,female,24.421112777489792,0,2,PC 21023,5.215295479068228,S,1,E
536,0,3,Mr. Johan Larsson,male,45.83929185940205,0,0,PC 38756,7.001856901519816,S,0,Unknown
537,0,3,Mrs. Bridget OBrien,female,48.20595816253308,0,0,PC 73175,2.234497925828533,S,0,Unknown
538,0,2,Mr. George Harris,male,23.39175970285844,2,0,PC 64281,14.496477903997496,S,0,Unknown
539,1,3,Mrs. Anna Sage,female,27.826502137492653,4,0,PC 59289,22.16228139920036,S,1,G
540,1,1,Capt. Edward Smith,male,15.149672110127474,0,1,PC 68097,48.9351708938972,S,0,Unknown
541,0,3,Mr. Mustafa Ozkan,male,24.380197826389583,2,1,PC 86681,9.241312635489656,Q,0,Unknown
542,0,3,Mr. Ali Hassan,male,29.843532548220768,0,0,PC 96728,25.878443135601277,S,1,G
543,1,1,Miss. Charlotte Cardeza,female,12.1349732135077,0,0,PC 57259,102.84734880162576,S,0,Unknown
544,1,3,Mr. Patrick Murphy,male,32.837042227704345,1,0,PC 28839,9.237032481232715,S,0,Unknown
545,0,3,Mr. Patrick Murphy,male,29.843532548220768,0,0,PC 37410,4.0825444091263225,S,0,Unknown
546,0,2,Rev. Robert Bateman,male,49.78333484339998,4,0,PC 21447,44.75725784762008,S,0,Unknown
547,1,1,Miss. Bishop,female,50.91505784670477,0,0,PC 96569,72.27623189186022,S,0,Unknown
548,0,3,Mr. Patrick Murphy,male,29.843532548220768,0,0,PC 85665,3.424092206894596,C,0,Unknown
549,0,3,Miss. Dagmar Bryhl,female,32.799502262921514,0,1,PC 23907,4.2950274454232895,S,1,A
550,0,3,Miss. Dagmar Bryhl,female,24.305325296478472,0,0,PC 31637,22.26561478962064,S,1,A
551,0,3,Mr. Olaf Dahl,male,31.704099145735427,0,0,PC 48196,0.6185500559640895,S,1,G
552,1,3,Mrs. Anna Sage,female,25.097741506565825,8,0,PC 32369,66.30668513616612,S,0,Unknown
553,0,3,Mr. Johan Larsson,male,45.97028339796533,1,1,PC 12589,1.9134293870053745,S,0,Unknown
554,0,3,Mrs. Leah Rosen,female,37.37164628170341,1,0,PC 33560,21.782606130157205,C,0,Unknown
555,0,3,Mr. Olaf Dahl,male,29.843532548220768,0,0,PC 13034,6.8795305234127495,Q,0,Unknown
556,1,2,Miss. Nora Keane,female,37.65939462437882,0,0,PC 10169,14.02837922837214,S,0,Unknown
557,1,1,Miss. Charlotte Cardeza,female,10.790597298456255,0,0,PC 13239,178.55878022823862,S,0,Unknown
558,1,1,Mrs. Margaret Brown,female,27.411824508686,0,0,PC 13415,44.736650715063,C,0,Unknown
559,1,3,Miss. Mary Kelly,female,19.95272078248141,0,1,PC 95488,10.56400446672776,S,0,Unknown
560,0,3,Mr. Patrick Murphy,male,49.3331008821625,1,2,PC 86944,0.692622248725334,S,1,D
561,0,3,Mr. Johan Larsson,male,22.29080843642601,0,1,PC 13484,0.0321981990028978,S,0,Unknown
562,1,1,Mrs. Eleanor Fortune,female,28.962646148868192,0,0,PC 63987,23.584889662804912,C,0,Unknown
563,1,1,Col. John Weir,male,23.86242008638602,0,0,PC 28225,95.86568130067288,S,1,E
564,1,1,Col. John Weir,male,34.1508005216517,0,0,PC 90459,10.858829885147054,C,0,Unknown
565,1,2,Mrs. Ethel Beane,female,15.566466386388887,0,3,PC 71104,2.4999326852874777,C,0,Unknown
566,0,3,Miss. Mary Kelly,female,7.800188624178848,2,0,PC 30936,7.250892388944447,S,0,Unknown
567,1,2,Mrs. Ada Clarke,female,47.73682077126093,0,0,PC 49612,21.603787916749944,S,0,Unknown
568,0,2,Mr. Thomas Byles,male,52.21282814314566,1,0,PC 94946,25.77242742577967,C,0,Unknown
569,1,3,Mrs. Leah Rosen,female,22.272519252243825,0,0,PC 49952,2.6929172045862955,S,0,Unknown
570,1,2,Mr. Charles Aldworth,male,18.457960976409236,0,0,PC 68945,1.7167346944797357,S,1,A
571,1,3,Mrs. Anna Sage,female,25.186817237230493,0,0,PC 97399,38.63468417984622,S,0,Unknown
572,1,3,Mr. Olaf Dahl,male,15.735326037818192,1,0,PC 15380,4.137482411921603,S,0,Unknown
573,1,2,Miss. Kate Buss,female,29.930379863891222,1,1,PC 60298,39.7374298446207,S,0,Unknown
574,0,3,Mrs. Bridget OBrien,female,23.43066575017476,0,0,PC 96246,27.28174204314733,S,1,E
575,1,3,Mr. Mustafa Ozkan,male,21.92623180436586,0,0,PC 90821,20.285649594628595,S,0,Unknown
576,0,3,Miss. Dagmar Bryhl,female,27.826502137492653,0,0,PC 37260,2.5334762195799567,C,0,Unknown
577,0,1,Col. John Weir,male,26.64565480699013,0,0,PC 42879,144.8879840381652,S,0,Unknown
578,0,3,Mrs. Leah Rosen,female,23.602537723813285,2,1,PC 26143,20.089992759824728,S,0,Unknown
579,0,3,Mrs. Leah Rosen,female,26.95657960514842,0,0,PC 59744,12.441402696719631,S,1,G
580,0,2,Mr. Charles Aldworth,male,20.11323820330098,0,0,PC 82949,8.513600824740719,S,0,Unknown
581,0,3,Miss. Mary Kelly,female,43.14371895162137,0,0,PC 41578,4.171661749644895,S,0,Unknown
582,0,3,Mrs. Bridget OBrien,female,32.70513219667494,0,2,PC 90262,1.7807604029809934,S,0,Unknown
583,0,3,Mr. Olaf Dahl,male,29.843532548220768,0,0,PC 67331,9.766102935953516,S,0,Unknown
584,0,2,Mr. Henry Reg,male,16.755468286690785,0,0,PC 73815,18.21818534245957,S,0,Unknown
585,0,3,Mrs. Leah Rosen,female,41.94180968571467,1,0,PC 81519,6.099990873826542,C,0,Unknown
586,1,1,Mrs. Eleanor Fortune,female,20.600035957563552,1,0,PC 29178,54.18345986111979,S,1,F
587,1,1,Miss. Charlotte Cardeza,female,28.91620227712244,0,0,PC 85857,37.9506603082755,S,0,Unknown
588,1,1,Mrs. Eleanor Fortune,female,21.019049843061524,1,1,PC 70197,86.05378012524874,C,0,Unknown
589,1,1,Dr. Arthur Jackson,male,37.377365849723,0,0,PC 46366,194.48159833685972,S,0,Unknown
590,1,1,Mrs. Margaret Brown,female,27.411824508686,0,2,PC 62955,15.038628370015203,Q,0,Unknown
591,1,1,Major Fortescue,male,29.343990111089028,0,0,PC 51911,40.34609548303993,C,0,Unknown
592,0,3,Mr. Patrick Murphy,male,37.72918462215087,0,0,PC 93422,2.080117644759176,S,0,Unknown
593,1,1,Major Fortescue,male,19.10787455830281,0,0,PC 63619,82.3770627685594,S,0,Unknown
594,0,2,Mr. Thomas Byles,male,9.680766755052662,0,1,PC 54296,27.016786072401462,S,1,E
595,0,3,Mr. Ali Hassan,male,20.125608216217127,0,0,PC 32791,36.81142121833502,S,0,Unknown
596,0,3,Mr. Olaf Dahl,male,29.843532548220768,4,2,PC 18301,4.47905777869326,C,0,Unknown
597,0,3,Miss. Mary Kelly,female,15.268667861053526,0,2,PC 45779,41.099525125803005,S,1,F
598,1,1,Col. John Weir,male,25.829909257219825,0,2,PC 46894,5.489598981762096,C,1,C
599,1,1,Mr. William Sloper,male,25.857921443458096,0,0,PC 89618,77.60372921435393,C,0,Unknown
600,1,1,Capt. Edward Smith,male,56.28053457950002,0,0,PC 59250,4.94169882100594,S,0,Unknown
601,1,1,Capt. Edward Smith,male,18.21749518708561,0,1,PC 80994,188.34380431590225,S,0,Unknown
602,0,2,Mr. Thomas Byles,male,25.598539624234085,1,0,PC 51770,15.620559588195526,S,1,E
603,0,1,Major Fortescue,male,18.27177052670472,0,0,PC 32300,92.96194966883904,S,0,Unknown
604,0,1,Dr. Arthur Jackson,male,35.34660881100298,0,0,PC 78235,149.62570181147626,S,1,F
605,1,1,Mrs. Eleanor Fortune,female,23.988369304582164,0,0,PC 39485,13.682292498254162,S,0,Unknown
606,0,3,Mr. Johan Larsson,male,22.348798434425134,0,0,PC 50285,0.5391764699624295,S,0,Unknown
607,1,1,Dr. Arthur Jackson,male,29.343990111089028,0,0,PC 76555,177.32256782596627,C,0,Unknown
608,0,2,Rev. Robert Bateman,male,25.598539624234085,0,0,PC 42471,7.829546623285054,S,0,Unknown
609,0,3,Miss. Dagmar Bryhl,female,42.59967963521621,0,0,PC 58671,1.89182048498637,S,0,Unknown
610,0,3,Mr. Mustafa Ozkan,male,34.72036542527109,0,0,PC 30270,8.658114391947505,S,0,Unknown
611,0,1,Dr. Arthur Jackson,male,29.343990111089028,0,0,PC 98151,76.61344846598143,C,0,Unknown
612,0,3,Mr. Mustafa Ozkan,male,29.843532548220768,4,0,PC 23698,0.4310065282097032,S,0,Unknown
613,1,3,Mr. Patrick Murphy,male,29.843532548220768,0,0,PC 82265,4.403724093273814,S,1,A
614,0,1,Capt. Edward Smith,male,36.59999229273402,1,0,PC 49729,2.8013873743712576,Q,0,Unknown
615,0,3,Mr. Johan Larsson,male,29.843532548220768,1,0,PC 21171,7.470686719047655,S,0,Unknown
616,0,3,Mr. Olaf Dahl,male,24.52213406295576,0,0,PC 89483,30.89004815711309,S,0,Unknown
617,1,1,Col. John Weir,male,10.374686563807884,0,0,PC 70684,228.22851785115293,S,0,Unknown
618,0,2,Mr. Henry Reg,male,10.307380859887758,0,0,PC 65165,20.979107512002702,C,0,Unknown
619,0,3,Mrs. Anna Sage,female,27.826502137492653,1,1,PC 59948,2.415377480934969,S,1,G
620,0,3,Mrs. Leah Rosen,female,41.83359684895876,0,0,PC 44725,32.37117576471564,S,0,Unknown
621,1,1,Mrs. Margaret Brown,female,27.411824508686,1,0,PC 29450,60.99933292348842,S,0,Unknown
622,1,1,Lady Duff-Gordon,female,37.509631475441054,2,0,PC 23300,14.022929917842422,Q,0,Unknown
623,0,2,Mr. Charles Aldworth,male,19.62267913300231,1,0,PC 94600,52.73425063859116,S,0,Unknown
624,0,3,Mr. Mustafa Ozkan,male,22.52811721079525,0,0,PC 14441,19.4077755268365,S,0,Unknown
625,0,3,Mr. Mustafa Ozkan,male,41.27168270092424,0,0,PC 29332,18.024667684963084,Q,0,Unknown
626,1,2,Miss. Nora Keane,female,54.74986053340111,1,0,PC 30115,25.565600824636437,S,1,E
627,1,3,Miss. Dagmar Bryhl,female,41.65210113956186,0,0,PC 97404,3.06288732561088,Q,1,D
628,0,3,Mr. Olaf Dahl,male,41.66312327080664,0,0,PC 51997,3.246864920106692,Q,0,Unknown
629,1,1,Mrs. Eleanor Fortune,female,19.20019242346022,1,2,PC 96151,97.91809691363667,C,0,Unknown
630,0,2,Mr. Henry Reg,male,36.80812363563015,0,0,PC 23615,5.135793659294576,S,1,A
631,0,3,Miss. Mary Kelly,female,14.169728811010712,2,0,PC 24732,7.911055874960015,S,0,Unknown
632,0,3,Mr. Ali Hassan,male,44.33541502184079,0,0,PC 35367,20.86877969001779,C,1,G
633,0,3,Mr. Ali Hassan,male,32.433507654077246,0,0,PC 52738,20.99192188413316,Q,0,Unknown
634,1,3,Mr. Ali Hassan,male,24.45220477743373,2,1,PC 10981,8.271856575317951,S,0,Unknown
635,0,1,Col. John Weir,male,8.560473935944364,0,0,PC 72881,131.97498562538703,C,1,F
636,0,2,Mr. Charles Aldworth,male,24.09166562582499,0,0,PC 68609,37.75689474106942,S,0,Unknown
637,0,3,Mr. Mustafa Ozkan,male,27.70837477941422,0,1,PC 97090,14.570786752562173,S,0,Unknown
638,1,2,Mrs. Ethel Beane,female,29.930379863891222,0,0,PC 91666,5.367975818682701,S,0,Unknown
639,0,2,Mr. George Harris,male,24.612112919953887,0,0,PC 94351,6.628584857808051,C,0,Unknown
640,0,2,Mr. Henry Reg,male,21.504230103392985,0,2,PC 18566,7.826764758140921,S,0,Unknown
641,1,1,Col. John Weir,male,18.16708259087176,0,0,PC 81885,10.433493372708506,S,0,Unknown
642,1,2,Mrs. Ethel Beane,female,54.7281752486589,0,0,PC 20728,6.604301588115967,Q,1,G
643,0,1,Capt. Edward Smith,male,61.667702933955226,1,0,PC 93911,19.74957111197828,S,0,Unknown
644,1,2,Mr. George Harris,male,25.598539624234085,1,0,PC 97350,12.57675855351959,S,1,G
645,0,1,Major Fortescue,male,18.879927243947694,0,0,PC 46214,200.8216562190645,S,1,E
646,1,3,Mr. Ali Hassan,male,29.843532548220768,0,1,PC 67935,1.511809762416915,S,0,Unknown
647,0,3,Mrs. Bridget OBrien,female,27.826502137492653,0,0,PC 97081,17.452745170515534,S,1,D
648,1,3,Mr. Mustafa Ozkan,male,60.58619644205341,0,0,PC 55588,15.925656309157636,Q,1,G
649,0,3,Mr. Patrick Murphy,male,31.294604271411067,1,2,PC 28953,1.3789605043955846,S,0,Unknown
650,1,3,Mrs. Leah Rosen,female,46.288837655298096,1,0,PC 78408,35.05024489541675,C,0,Unknown
651,1,1,Col. John Weir,male,45.89968099482894,0,0,PC 84904,70.59556132545683,S,0,Unknown
652,0,3,Mr. Ali Hassan,male,29.843532548220768,0,0,PC 44103,6.194115763345739,S,1,E
653,1,3,Mr. Mustafa Ozkan,male,15.691071493258905,0,2,PC 80949,19.35531619827934,S,0,Unknown
654,0,3,Miss. Dagmar Bryhl,female,45.977807934449714,0,1,PC 59264,4.07645176762571,S,0,Unknown
655,0,2,Mr. Charles Aldworth,male,14.759467378364144,0,0,PC 30156,24.479191110995785,S,0,Unknown
656,1,1,Mrs. Margaret Brown,female,19.257403839684493,4,0,PC 23423,3.4037820023408227,S,0,Unknown
657,0,2,Mr. Charles Aldworth,male,31.88899995617449,1,0,PC 48062,37.85799249031474,S,0,Unknown
658,0,2,Mr. Charles Aldworth,male,23.38589103118341,0,2,PC 52805,12.306497471962585,S,1,D
659,0,3,Mr. Patrick Murphy,male,29.843532548220768,0,0,PC 11987,13.8713436585255,S,1,C
660,1,3,Mrs. Leah Rosen,female,14.324708846709298,1,0,PC 72979,3.425679085780022,S,0,Unknown
661,0,2,Mr. Thomas Byles,male,19.280977122207737,0,1,PC 47597,23.39785572343385,Q,0,Unknown
662,1,3,Miss. Dagmar Bryhl,female,27.826502137492653,0,0,PC 93905,20.26865744864577,S,0,Unknown
663,0,3,Miss. Dagmar Bryhl,female,27.826502137492653,0,0,PC 37868,8.781142978237488,S,0,Unknown
664,0,1,Capt. Edward Smith,male,50.69875704287648,1,0,PC 86970,80.77608565220882,Q,1,E
665,0,1,Capt. Edward Smith,male,12.042668354533197,0,0,PC 73805,51.19004825311658,C,0,Unknown
666,0,1,Mr. William Sloper,male,29.343990111089028,0,0,PC 90084,188.59499657997677,S,0,Unknown
667,0,2,Rev. Robert Bateman,male,20.71799564472653,1,2,PC 26636,14.260118150753913,S,0,Unknown
668,1,1,Mrs. Eleanor Fortune,female,27.593536427368768,1,0,PC 67467,154.89182317685993,S,0,Unknown
669,1,1,Miss. Bishop,female,31.71416162135538,2,0,PC 27007,135.76257727747324,S,0,Unknown
670,1,2,Mr. Henry Reg,male,21.329656898945338,0,0,PC 86864,10.93971687134512,C,0,Unknown
671,0,1,Col. John Weir,male,43.31777290086615,0,0,PC 13389,21.96385798657532,C,1,B
672,0,3,Mrs. Bridget OBrien,female,46.72005376017468,1,0,PC 19458,7.137895080908283,S,0,Unknown
673,0,1,Col. John Weir,male,45.56091653850884,1,0,PC 78481,146.99580393459894,Q,0,Unknown
674,0,3,Miss. Dagmar Bryhl,female,17.717470010200287,0,1,PC 84888,3.538639476966913,S,1,C
675,0,2,Mr. George Harris,male,32.450484984152176,0,0,PC 86022,15.385368939687211,S,0,Unknown
676,1,3,Miss. Dagmar Bryhl,female,27.826502137492653,1,0,PC 51400,22.47342444841828,C,0,Unknown
677,0,1,Major Fortescue,male,40.0254648624103,1,0,PC 77628,36.63636817022779,S,0,Unknown
678,0,2,Mr. Thomas Byles,male,38.809381730118005,0,2,PC 61857,21.27562647600638,C,0,Unknown
679,1,3,Mr. Olaf Dahl,male,51.108167116607646,0,0,PC 74367,3.861679303725372,Q,1,F
680,1,3,Mr. Mustafa Ozkan,male,22.455951985404017,0,1,PC 46527,1.5854260866057122,S,1,F
681,0,3,Mr. Patrick Murphy,male,10.97340907971732,0,0,PC 80648,21.66992050335048,S,0,Unknown
682,1,2,Miss. Nora Keane,female,24.33542148180597,0,2,PC 26937,2.1572545943455705,S,0,Unknown
683,1,1,Miss. Bishop,female,25.00118575964595,0,0,PC 47672,26.59480820386264,S,1,A
684,0,3,Mr. Ali Hassan,male,75.88049295573794,0,0,PC 11112,26.4653374459202,S,0,Unknown
685,0,3,Mr. Olaf Dahl,male,20.473789068507365,0,0,PC 45545,5.82751076729955,S,0,Unknown
686,0,3,Mr. Mustafa Ozkan,male,46.25725589434809,0,0,PC 99017,49.50631228337181,C,0,Unknown
687,0,3,Mr. Olaf Dahl,male,69.13037276524749,1,0,PC 58355,53.413932545235255,S,0,Unknown
688,0,2,Mr. Thomas Byles,male,62.101439204950935,0,1,PC 85561,6.465684604370751,S,0,Unknown
689,0,3,Mr. Olaf Dahl,male,29.843532548220768,0,0,PC 44082,0.573228488968747,S,0,Unknown
690,1,1,Mr. William Sloper,male,40.299125456269934,1,2,PC 70482,102.56353534439948,C,0,Unknown
691,1,2,Mr. Henry Reg,male,31.21106294994982,0,1,PC 89098,12.412387625400934,S,0,Unknown
692,0,2,Mr. George Harris,male,18.836696588534004,4,0,PC 21304,2.19828533134102,S,1,A
693,0,3,Mr. Olaf Dahl,male,49.70243590545479,1,1,PC 66625,16.8423502166642,C,0,Unknown
694,1,2,Mrs. Ethel Beane,female,36.49960131918103,0,0,PC 82551,0.6555935945762502,S,0,Unknown
695,0,1,Col. John Weir,male,17.685858219800295,4,0,PC 54885,171.50573815696322,S,0,Unknown
696,1,3,Miss. Dagmar Bryhl,female,23.424701840957503,0,0,PC 81246,2.044824863606041,C,0,Unknown
697,0,2,Mr. George Harris,male,26.03165223463043,0,0,PC 22588,2.818864653372843,S,0,Unknown
698,0,3,Mr. Patrick Murphy,male,47.04453655763831,0,0,PC 30967,2.6466637014533614,Q,0,Unknown
699,1,1,Miss. Bishop,female,15.3660105759182,0,0,PC 97440,228.22851785115293,S,0,Unknown
700,1,3,Miss. Dagmar Bryhl,female,15.334763078387391,2,0,PC 34256,16.185993035830897,S,0,Unknown
701,1,3,Mrs. Leah Rosen,female,30.92206417103264,0,0,PC 68348,22.143573199984324,C,0,Unknown
702,0,1,Col. John Weir,male,17.13280364509595,0,0,PC 35052,42.57890124000305,S,0,Unknown
703,0,2,Mr. Henry Reg,male,25.598539624234085,0,0,PC 90972,8.485845263073271,C,0,Unknown
704,0,1,Miss. Bishop,female,22.06877992926738,0,1,PC 97351,22.44523441373546,C,0,Unknown
705,0,1,Capt. Edward Smith,male,8.857422417355671,0,0,PC 68479,55.034570040496334,C,0,Unknown
706,1,3,Mr. Patrick Murphy,male,20.01642700558912,0,0,PC 90732,10.995343649127232,Q,1,D
707,0,2,Mr. Henry Reg,male,25.324950273087996,1,0,PC 70200,20.68055628319834,S,0,Unknown
708,0,3,Mr. Johan Larsson,male,42.3764937083379,0,0,PC 93625,4.071896750694482,S,0,Unknown
709,1,2,Miss. Kate Buss,female,62.58696201358824,1,1,PC 93140,61.46181523411464,S,0,Unknown
710,0,3,Mr. Ali Hassan,male,29.843532548220768,0,0,PC 12506,2.5487295666280274,S,0,Unknown
711,0,3,Mr. Olaf Dahl,male,30.296261936188444,1,0,PC 30709,46.18606593441908,C,1,C
712,0,3,Mr. Mustafa Ozkan,male,35.15721816819621,1,0,PC 68535,0.2050558454069959,S,0,Unknown
713,0,3,Mr. Johan Larsson,male,73.14017364026577,0,0,PC 54840,8.988482400985912,S,1,F
714,0,2,Mr. Thomas Byles,male,21.542953430277358,0,4,PC 70587,8.394199139084867,S,0,Unknown
715,0,2,Rev. Robert Bateman,male,18.527727863519004,1,1,PC 69321,12.342260666478394,S,0,Unknown
716,1,3,Mr. Mustafa Ozkan,male,29.843532548220768,0,0,PC 53202,11.583580137742768,Q,0,Unknown
717,1,3,Mrs. Anna Sage,female,18.45874049930714,3,0,PC 66588,7.836028037193784,S,0,Unknown
718,0,3,Mr. Ali Hassan,male,37.714675257073225,0,0,PC 13090,7.341578901689878,S,1,E
719,1,1,Dr. Arthur Jackson,male,42.99309830277808,0,0,PC 69231,110.8355857916864,C,0,Unknown
720,1,3,Miss. Dagmar Bryhl,female,31.436887968428938,0,1,PC 31552,15.864166289450091,S,0,Unknown
721,1,3,Miss. Dagmar Bryhl,female,30.465163839260764,3,1,PC 90227,24.542005061035088,S,0,Unknown
722,1,1,Mr. William Sloper,male,50.17093062474943,0,0,PC 43741,24.16070011039808,S,1,D
723,0,1,Col. John Weir,male,25.43462588352056,1,2,PC 31661,78.99362693885912,S,0,Unknown
724,0,3,Mr. Ali Hassan,male,39.766004808635074,1,0,PC 51025,12.055263369205443,S,0,Unknown
725,1,3,Miss. Mary Kelly,female,25.22375848374888,0,0,PC 16092,6.32418540947882,C,0,Unknown
726,0,3,Mrs. Anna Sage,female,15.58835704074198,0,0,PC 45674,9.119322375584412,S,1,A
727,1,1,Lady Duff-Gordon,female,46.656659253060106,1,0,PC 10570,31.63105061059028,Q,0,Unknown
728,1,3,Mr. Johan Larsson,male,32.31514061269068,0,0,PC 22084,2.095686824141375,C,0,Unknown
729,1,1,Miss. Charlotte Cardeza,female,44.728773232384015,1,0,PC 75843,20.205830894517067,S,0,Unknown
730,1,1,Col. John Weir,male,34.00310797136738,0,0,PC 70752,9.366473092051118,S,0,Unknown
731,0,1,Dr. Arthur Jackson,male,35.897225172443854,0,0,PC 79278,96.52213278028997,S,0,Unknown
732,0,3,Mr. Mustafa Ozkan,male,18.723718084501563,1,1,PC 10765,14.809033421522322,S,0,Unknown
733,1,3,Miss. Dagmar Bryhl,female,27.826502137492653,0,0,PC 34198,41.208693641653554,C,0,Unknown
734,1,3,Mr. Olaf Dahl,male,29.843532548220768,0,0,PC 71201,17.921558663900292,S,0,Unknown
735,1,2,Mrs. Ethel Beane,female,26.933114674979425,0,1,PC 83271,1.1063970119990545,S,1,G
736,0,3,Mr. Olaf Dahl,male,21.028770199782315,0,2,PC 91738,29.541048233642947,S,0,Unknown
737,0,2,Mr. Henry Reg,male,40.43069795081927,0,2,PC 57199,41.09790598691013,S,0,Unknown
738,0,3,Mr. Mustafa Ozkan,male,14.598572764923766,1,0,PC 21377,8.024984427176644,S,0,Unknown
739,0,2,Mr. Thomas Byles,male,52.86736961058719,0,0,PC 89833,18.248262275450447,S,0,Unknown
740,1,2,Miss. Kate Buss,female,29.930379863891222,0,0,PC 18036,77.2724922405932,S,1,A
741,0,3,Mr. Olaf Dahl,male,39.82376663277322,0,0,PC 50364,10.41114436289378,S,0,Unknown
742,1,2,Mrs. Ada Clarke,female,32.439283441632895,0,2,PC 99905,48.79552637664192,S,0,Unknown
743,1,3,Miss. Mary Kelly,female,46.7636796976349,0,0,PC 47443,1.1876540069084274,S,0,Unknown
744,0,3,Miss. Mary Kelly,female,47.882259602297154,2,0,PC 11663,2.9046805564873,S,0,Unknown
745,0,1,Capt. Edward Smith,male,30.85183588810081,1,0,PC 49244,48.81807151731269,S,1,D
746,1,3,Mr. Patrick Murphy,male,12.545969154712797,0,0,PC 68391,12.040805691381932,S,0,Unknown
747,0,2,Rev. Robert Bateman,male,57.290754769450345,0,1,PC 87564,35.067013311307804,S,0,Unknown
748,1,3,Mrs. Bridget OBrien,female,13.942341167791213,0,0,PC 95359,60.89559095475407,Q,1,B
749,1,3,Mrs. Anna Sage,female,35.07376372772087,0,0,PC 25077,6.746089601531602,S,0,Unknown
750,0,3,Mr. Ali Hassan,male,50.356009212993925,0,0,PC 67849,0.6654994874303133,S,0,Unknown
751,1,1,Mrs. Margaret Brown,female,27.411824508686,0,0,PC 29631,135.686262721589,C,0,Unknown
752,0,3,Mr. Patrick Murphy,male,21.000935610116077,0,0,PC 62652,12.704050305478187,C,1,C
753,0,3,Mr. Olaf Dahl,male,29.843532548220768,0,0,PC 77446,3.0321358090851898,S,0,Unknown
754,0,2,Mr. Henry Reg,male,21.81726736740075,0,0,PC 43500,14.135144402865642,S,0,Unknown
755,1,1,Miss. Charlotte Cardeza,female,21.47898047622834,3,0,PC 29897,113.90390925605706,S,1,F
756,0,3,Mr. Mustafa Ozkan,male,31.875734324750397,0,2,PC 68915,20.15911095968283,S,0,Unknown
757,1,3,Mrs. Bridget OBrien,female,6.496339500944497,0,2,PC 47377,9.485664850106229,C,0,Unknown
758,1,3,Miss. Mary Kelly,female,27.826502137492653,0,2,PC 86670,4.988884557916128,S,0,Unknown
759,1,3,Miss. Dagmar Bryhl,female,30.52338334279198,0,0,PC 36897,49.86535234972017,C,0,Unknown
760,0,3,Mr. Olaf Dahl,male,29.672152761472432,1,0,PC 57280,14.915860270219918,S,0,Unknown
761,1,1,Col. John Weir,male,19.517418038098405,0,0,PC 67320,44.07059493634899,S,0,Unknown
762,0,2,Mr. Charles Aldworth,male,25.598539624234085,0,2,PC 82592,6.813356168125979,S,0,Unknown
763,0,2,Rev. Robert Bateman,male,28.901855701920297,0,2,PC 78289,27.18793494889469,C,0,Unknown
