PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
574,0,3,Mrs. Bridget OBrien,female,23.430665750174757,0,0,PC 96246,27.281742043147332,E59,S
575,1,3,Mr. Mustafa Ozkan,male,21.92623180436586,0,0,PC 90821,20.285649594628595,,S
576,0,3,Miss. Dagmar Bryhl,female,,0,0,PC 37260,2.5334762195799567,,C
577,0,1,Col. John Weir,male,26.64565480699013,0,0,PC 42879,144.8879840381652,,S
578,0,3,Mrs. Leah Rosen,female,23.602537723813285,2,1,PC 26143,20.089992759824728,,S
579,0,3,Mrs. Leah Rosen,female,26.95657960514842,0,0,PC 59744,12.441402696719631,G114,S
580,0,2,Mr. Charles Aldworth,male,20.11323820330098,0,0,PC 82949,8.513600824740719,,S
581,0,3,Miss. Mary Kelly,female,43.14371895162137,0,0,PC 41578,4.171661749644895,,S
582,0,3,Mrs. Bridget OBrien,female,32.70513219667494,0,2,PC 90262,1.7807604029809934,,S
583,0,3,Mr. Olaf Dahl,male,,0,0,PC 67331,9.766102935953516,,S
584,0,2,Mr. Henry Reg,male,16.755468286690785,0,0,PC 73815,18.21818534245957,,S
585,0,3,Mrs. Leah Rosen,female,41.94180968571467,1,0,PC 81519,6.099990873826542,,C
586,1,1,Mrs. Eleanor Fortune,female,20.600035957563552,1,0,PC 29178,54.18345986111979,F134,S
587,1,1,Miss. Charlotte Cardeza,female,28.916202277122437,0,0,PC 85857,37.9506603082755,,S
588,1,1,Mrs. Eleanor Fortune,female,21.019049843061524,1,1,PC 70197,86.05378012524874,,C
589,1,1,Dr. Arthur Jackson,male,37.377365849723,0,0,PC 46366,194.48159833685975,,S
590,1,1,Mrs. Margaret Brown,female,,0,2,PC 62955,15.038628370015203,,Q
591,1,1,Major Fortescue,male,,0,0,PC 51911,40.34609548303993,,C
592,0,3,Mr. Patrick Murphy,male,37.72918462215087,0,0,PC 93422,2.0801176447591754,,S
593,1,1,Major Fortescue,male,19.107874558302814,0,0,PC 63619,82.3770627685594,,S
594,0,2,Mr. Thomas Byles,male,9.680766755052662,0,1,PC 54296,27.016786072401466,E119,S
595,0,3,Mr. Ali Hassan,male,20.125608216217127,0,0,PC 32791,36.81142121833502,,S
596,0,3,Mr. Olaf Dahl,male,,4,2,PC 18301,4.47905777869326,,C
597,0,3,Miss. Mary Kelly,female,15.268667861053526,0,2,PC 45779,41.099525125803005,F108,S
598,1,1,Col. John Weir,male,25.829909257219825,0,2,PC 46894,5.489598981762096,C20,C
599,1,1,Mr. William Sloper,male,25.857921443458096,0,0,PC 89618,77.60372921435393,,C
600,1,1,Capt. Edward Smith,male,56.28053457950002,0,0,PC 59250,4.94169882100594,,S
601,1,1,Capt. Edward Smith,male,18.21749518708561,0,1,PC 80994,188.34380431590222,,S
602,0,2,Mr. Thomas Byles,male,,1,0,PC 51770,15.620559588195526,E91,S
603,0,1,Major Fortescue,male,18.27177052670472,0,0,PC 32300,92.96194966883905,,S
604,0,1,Dr. Arthur Jackson,male,35.34660881100298,0,0,PC 78235,149.62570181147626,F118,S
605,1,1,Mrs. Eleanor Fortune,female,23.988369304582164,0,0,PC 39485,13.682292498254162,,S
606,0,3,Mr. Johan Larsson,male,22.348798434425138,0,0,PC 50285,0.5391764699624295,,S
607,1,1,Dr. Arthur Jackson,male,,0,0,PC 76555,177.32256782596627,,C
608,0,2,Rev. Robert Bateman,male,,0,0,PC 42471,7.829546623285054,,S
609,0,3,Miss. Dagmar Bryhl,female,42.59967963521621,0,0,PC 58671,1.89182048498637,,S
610,0,3,Mr. Mustafa Ozkan,male,34.72036542527109,0,0,PC 30270,8.658114391947505,,S
611,0,1,Dr. Arthur Jackson,male,,0,0,PC 98151,76.61344846598143,,C
612,0,3,Mr. Mustafa Ozkan,male,,4,0,PC 23698,0.43100652820970325,,S
613,1,3,Mr. Patrick Murphy,male,,0,0,PC 82265,4.403724093273814,A147,S
614,0,1,Capt. Edward Smith,male,36.59999229273402,1,0,PC 49729,2.8013873743712576,,Q
615,0,3,Mr. Johan Larsson,male,,1,0,PC 21171,7.470686719047655,,S
616,0,3,Mr. Olaf Dahl,male,24.522134062955757,0,0,PC 89483,30.89004815711309,,S
617,1,1,Col. John Weir,male,10.374686563807884,0,0,PC 70684,340.56134895159096,,S
618,0,2,Mr. Henry Reg,male,10.307380859887758,0,0,PC 65165,20.979107512002706,,C
619,0,3,Mrs. Anna Sage,female,,1,1,PC 59948,2.415377480934969,G22,S
620,0,3,Mrs. Leah Rosen,female,41.83359684895876,0,0,PC 44725,32.37117576471564,,S
621,1,1,Mrs. Margaret Brown,female,,1,0,PC 29450,60.99933292348842,,S
622,1,1,Lady Duff-Gordon,female,37.509631475441054,2,0,PC 23300,14.022929917842422,,Q
623,0,2,Mr. Charles Aldworth,male,19.62267913300231,1,0,PC 94600,52.73425063859116,,S
624,0,3,Mr. Mustafa Ozkan,male,22.52811721079525,0,0,PC 14441,19.4077755268365,,S
625,0,3,Mr. Mustafa Ozkan,male,41.27168270092424,0,0,PC 29332,18.024667684963084,,Q
626,1,2,Miss. Nora Keane,female,54.749860533401105,1,0,PC 30115,25.565600824636434,E130,S
627,1,3,Miss. Dagmar Bryhl,female,41.652101139561864,0,0,PC 97404,3.06288732561088,D34,Q
628,0,3,Mr. Olaf Dahl,male,41.66312327080664,0,0,PC 51997,3.2468649201066917,,Q
629,1,1,Mrs. Eleanor Fortune,female,19.20019242346022,1,2,PC 96151,97.91809691363667,,C
630,0,2,Mr. Henry Reg,male,36.808123635630146,0,0,PC 23615,5.135793659294576,A84,S
631,0,3,Miss. Mary Kelly,female,14.169728811010712,2,0,PC 24732,7.911055874960015,,S
632,0,3,Mr. Ali Hassan,male,44.33541502184079,0,0,PC 35367,20.86877969001779,G112,C
633,0,3,Mr. Ali Hassan,male,32.433507654077246,0,0,PC 52738,20.99192188413316,,Q
634,1,3,Mr. Ali Hassan,male,24.452204777433735,2,1,PC 10981,8.271856575317951,,S
635,0,1,Col. John Weir,male,8.560473935944364,0,0,PC 72881,131.97498562538703,F45,C
636,0,2,Mr. Charles Aldworth,male,24.09166562582499,0,0,PC 68609,37.75689474106942,,S
637,0,3,Mr. Mustafa Ozkan,male,27.70837477941422,0,1,PC 97090,14.570786752562173,,S
638,1,2,Mrs. Ethel Beane,female,,0,0,PC 91666,5.367975818682701,,S
639,0,2,Mr. George Harris,male,24.612112919953887,0,0,PC 94351,6.628584857808051,,C
640,0,2,Mr. Henry Reg,male,21.504230103392985,0,2,PC 18566,7.826764758140921,,
641,1,1,Col. John Weir,male,18.16708259087176,0,0,PC 81885,10.433493372708506,,S
642,1,2,Mrs. Ethel Beane,female,54.7281752486589,0,0,PC 20728,6.604301588115967,G117,Q
643,0,1,Capt. Edward Smith,male,61.667702933955226,1,0,PC 93911,19.749571111978277,,S
644,1,2,Mr. George Harris,male,,1,0,PC 97350,12.57675855351959,G4,S
645,0,1,Major Fortescue,male,18.879927243947698,0,0,PC 46214,200.8216562190645,E111,S
646,1,3,Mr. Ali Hassan,male,,0,1,PC 67935,1.5118097624169147,,S
647,0,3,Mrs. Bridget OBrien,female,,0,0,PC 97081,17.452745170515534,D146,S
648,1,3,Mr. Mustafa Ozkan,male,60.58619644205341,0,0,PC 55588,15.925656309157635,G94,Q
649,0,3,Mr. Patrick Murphy,male,31.294604271411067,1,2,PC 28953,1.3789605043955846,,S
650,1,3,Mrs. Leah Rosen,female,46.288837655298096,1,0,PC 78408,35.05024489541675,,C
651,1,1,Col. John Weir,male,45.89968099482894,0,0,PC 84904,70.59556132545683,,S
652,0,3,Mr. Ali Hassan,male,,0,0,PC 44103,6.194115763345739,E74,S
653,1,3,Mr. Mustafa Ozkan,male,15.691071493258903,0,2,PC 80949,19.35531619827934,,S
654,0,3,Miss. Dagmar Bryhl,female,45.977807934449714,0,1,PC 59264,4.07645176762571,,S
655,0,2,Mr. Charles Aldworth,male,14.759467378364143,0,0,PC 30156,24.479191110995785,,S
656,1,1,Mrs. Margaret Brown,female,19.257403839684493,4,0,PC 23423,3.4037820023408227,,S
657,0,2,Mr. Charles Aldworth,male,31.888999956174494,1,0,PC 48062,37.85799249031474,,S
658,0,2,Mr. Charles Aldworth,male,23.385891031183412,0,2,PC 52805,12.306497471962585,D84,S
659,0,3,Mr. Patrick Murphy,male,,0,0,PC 11987,13.871343658525499,C133,S
660,1,3,Mrs. Leah Rosen,female,14.324708846709298,1,0,PC 72979,3.425679085780022,,S
661,0,2,Mr. Thomas Byles,male,19.280977122207737,0,1,PC 47597,23.397855723433846,,Q
662,1,3,Miss. Dagmar Bryhl,female,,0,0,PC 93905,20.268657448645772,,S
663,0,3,Miss. Dagmar Bryhl,female,,0,0,PC 37868,8.781142978237488,,S
664,0,1,Capt. Edward Smith,male,50.69875704287648,1,0,PC 86970,80.77608565220882,E25,Q
665,0,1,Capt. Edward Smith,male,12.042668354533195,0,0,PC 73805,51.19004825311658,,C
666,0,1,Mr. William Sloper,male,,0,0,PC 90084,188.59499657997674,,S
667,0,2,Rev. Robert Bateman,male,20.71799564472653,1,2,PC 26636,14.260118150753911,,S
668,1,1,Mrs. Eleanor Fortune,female,27.593536427368768,1,0,PC 67467,154.89182317685993,,S
669,1,1,Miss. Bishop,female,31.71416162135538,2,0,PC 27007,135.76257727747324,,S
670,1,2,Mr. Henry Reg,male,21.329656898945338,0,0,PC 86864,10.939716871345121,,C
671,0,1,Col. John Weir,male,43.317772900866146,0,0,PC 13389,21.963857986575317,B54,C
672,0,3,Mrs. Bridget OBrien,female,46.72005376017468,1,0,PC 19458,7.137895080908283,,S
673,0,1,Col. John Weir,male,45.56091653850884,1,0,PC 78481,146.99580393459894,,Q
674,0,3,Miss. Dagmar Bryhl,female,17.717470010200287,0,1,PC 84888,3.538639476966913,C94,S
675,0,2,Mr. George Harris,male,32.450484984152176,0,0,PC 86022,15.385368939687213,,S
676,1,3,Miss. Dagmar Bryhl,female,,1,0,PC 51400,22.47342444841828,,C
677,0,1,Major Fortescue,male,40.0254648624103,1,0,PC 77628,36.63636817022779,,S
678,0,2,Mr. Thomas Byles,male,38.809381730118005,0,2,PC 61857,21.27562647600638,,C
679,1,3,Mr. Olaf Dahl,male,51.108167116607646,0,0,PC 74367,3.8616793037253716,F52,Q
680,1,3,Mr. Mustafa Ozkan,male,22.455951985404017,0,1,PC 46527,1.5854260866057122,F113,S
681,0,3,Mr. Patrick Murphy,male,10.973409079717321,0,0,PC 80648,21.66992050335048,,S
682,1,2,Miss. Nora Keane,female,24.335421481805966,0,2,PC 26937,2.1572545943455705,,S
683,1,1,Miss. Bishop,female,25.00118575964595,0,0,PC 47672,26.594808203862637,A8,S
684,0,3,Mr. Ali Hassan,male,75.88049295573794,0,0,PC 11112,26.4653374459202,,S
685,0,3,Mr. Olaf Dahl,male,20.473789068507365,0,0,PC 45545,5.82751076729955,,S
686,0,3,Mr. Mustafa Ozkan,male,46.25725589434809,0,0,PC 99017,49.50631228337181,,C
687,0,3,Mr. Olaf Dahl,male,69.13037276524749,1,0,PC 58355,53.413932545235255,,S
688,0,2,Mr. Thomas Byles,male,62.101439204950935,0,1,PC 85561,6.465684604370751,,S
689,0,3,Mr. Olaf Dahl,male,,0,0,PC 44082,0.573228488968747,,S
690,1,1,Mr. William Sloper,male,40.299125456269934,1,2,PC 70482,102.56353534439948,,C
691,1,2,Mr. Henry Reg,male,31.21106294994982,0,1,PC 89098,12.412387625400934,,S
692,0,2,Mr. George Harris,male,18.836696588534004,4,0,PC 21304,2.1982853313410198,A3,S
693,0,3,Mr. Olaf Dahl,male,49.70243590545479,1,1,PC 66625,16.8423502166642,,C
694,1,2,Mrs. Ethel Beane,female,36.499601319181025,0,0,PC 82551,0.6555935945762502,,S
695,0,1,Col. John Weir,male,17.685858219800295,4,0,PC 54885,171.50573815696322,,S
696,1,3,Miss. Dagmar Bryhl,female,23.424701840957503,0,0,PC 81246,2.044824863606041,,C
697,0,2,Mr. George Harris,male,26.03165223463043,0,0,PC 22588,2.818864653372843,,S
698,0,3,Mr. Patrick Murphy,male,47.04453655763831,0,0,PC 30967,2.6466637014533614,,Q
699,1,1,Miss. Bishop,female,15.3660105759182,0,0,PC 97440,270.9467927860617,,S
700,1,3,Miss. Dagmar Bryhl,female,15.334763078387393,2,0,PC 34256,16.185993035830897,,S
701,1,3,Mrs. Leah Rosen,female,30.922064171032638,0,0,PC 68348,22.143573199984324,,C
702,0,1,Col. John Weir,male,17.13280364509595,0,0,PC 35052,42.57890124000305,,S
703,0,2,Mr. Henry Reg,male,,0,0,PC 90972,8.485845263073271,,C
704,0,1,Miss. Bishop,female,22.06877992926738,0,1,PC 97351,22.44523441373546,,C
705,0,1,Capt. Edward Smith,male,8.857422417355671,0,0,PC 68479,55.034570040496334,,C
706,1,3,Mr. Patrick Murphy,male,20.016427005589122,0,0,PC 90732,10.995343649127232,D33,Q
707,0,2,Mr. Henry Reg,male,25.324950273087993,1,0,PC 70200,20.68055628319834,,S
708,0,3,Mr. Johan Larsson,male,42.3764937083379,0,0,PC 93625,4.071896750694482,,S
709,1,2,Miss. Kate Buss,female,62.58696201358824,1,1,PC 93140,61.46181523411464,,S
710,0,3,Mr. Ali Hassan,male,,0,0,PC 12506,2.5487295666280274,,S
711,0,3,Mr. Olaf Dahl,male,30.296261936188444,1,0,PC 30709,46.18606593441908,C145,C
712,0,3,Mr. Mustafa Ozkan,male,35.15721816819621,1,0,PC 68535,0.20505584540699595,,S
713,0,3,Mr. Johan Larsson,male,73.14017364026577,0,0,PC 54840,8.988482400985912,F27,S
714,0,2,Mr. Thomas Byles,male,21.542953430277354,0,4,PC 70587,8.394199139084867,,S
715,0,2,Rev. Robert Bateman,male,18.527727863519004,1,1,PC 69321,12.342260666478394,,S
716,1,3,Mr. Mustafa Ozkan,male,,0,0,PC 53202,11.583580137742768,,Q
717,1,3,Mrs. Anna Sage,female,18.45874049930714,3,0,PC 66588,7.836028037193784,,S
718,0,3,Mr. Ali Hassan,male,37.714675257073225,0,0,PC 13090,7.341578901689878,E21,S
719,1,1,Dr. Arthur Jackson,male,42.99309830277808,0,0,PC 69231,110.8355857916864,,C
720,1,3,Miss. Dagmar Bryhl,female,31.436887968428938,0,1,PC 31552,15.864166289450093,,S
721,1,3,Miss. Dagmar Bryhl,female,30.465163839260764,3,1,PC 90227,24.542005061035088,,S
722,1,1,Mr. William Sloper,male,50.17093062474943,0,0,PC 43741,24.16070011039808,D36,S
723,0,1,Col. John Weir,male,25.43462588352056,1,2,PC 31661,78.99362693885912,,S
724,0,3,Mr. Ali Hassan,male,39.766004808635074,1,0,PC 51025,12.055263369205443,,S
725,1,3,Miss. Mary Kelly,female,25.223758483748878,0,0,PC 16092,6.32418540947882,,C
726,0,3,Mrs. Anna Sage,female,15.588357040741979,0,0,PC 45674,9.119322375584412,A37,S
727,1,1,Lady Duff-Gordon,female,46.656659253060106,1,0,PC 10570,31.63105061059028,,Q
728,1,3,Mr. Johan Larsson,male,32.31514061269068,0,0,PC 22084,2.095686824141375,,C
729,1,1,Miss. Charlotte Cardeza,female,44.728773232384015,1,0,PC 75843,20.205830894517067,,S
730,1,1,Col. John Weir,male,34.00310797136738,0,0,PC 70752,9.366473092051118,,S
731,0,1,Dr. Arthur Jackson,male,35.897225172443854,0,0,PC 79278,96.52213278028995,,S
732,0,3,Mr. Mustafa Ozkan,male,18.723718084501563,1,1,PC 10765,14.809033421522322,,S
733,1,3,Miss. Dagmar Bryhl,female,,0,0,PC 34198,41.208693641653554,,C
734,1,3,Mr. Olaf Dahl,male,,0,0,PC 71201,17.921558663900292,,S
735,1,2,Mrs. Ethel Beane,female,26.933114674979425,0,1,PC 83271,1.1063970119990543,G149,S
736,0,3,Mr. Olaf Dahl,male,21.028770199782315,0,2,PC 91738,29.541048233642947,,S
737,0,2,Mr. Henry Reg,male,40.43069795081927,0,2,PC 57199,41.09790598691013,,S
738,0,3,Mr. Mustafa Ozkan,male,14.598572764923766,1,0,PC 21377,8.024984427176644,,S
739,0,2,Mr. Thomas Byles,male,52.86736961058719,0,0,PC 89833,18.248262275450447,,S
740,1,2,Miss. Kate Buss,female,,0,0,PC 18036,77.2724922405932,A77,S
741,0,3,Mr. Olaf Dahl,male,39.82376663277322,0,0,PC 50364,10.41114436289378,,S
742,1,2,Mrs. Ada Clarke,female,32.439283441632895,0,2,PC 99905,48.79552637664192,,S
743,1,3,Miss. Mary Kelly,female,46.7636796976349,0,0,PC 47443,1.1876540069084274,,S
744,0,3,Miss. Mary Kelly,female,47.882259602297154,2,0,PC 11663,2.9046805564872997,,S
745,0,1,Capt. Edward Smith,male,30.851835888100812,1,0,PC 49244,48.81807151731269,D57,S
746,1,3,Mr. Patrick Murphy,male,12.545969154712797,0,0,PC 68391,12.040805691381932,,S
747,0,2,Rev. Robert Bateman,male,57.290754769450345,0,1,PC 87564,35.067013311307804,,S
748,1,3,Mrs. Bridget OBrien,female,13.942341167791213,0,0,PC 95359,60.89559095475407,B140,Q
749,1,3,Mrs. Anna Sage,female,35.07376372772087,0,0,PC 25077,6.746089601531602,,S
750,0,3,Mr. Ali Hassan,male,50.356009212993925,0,0,PC 67849,0.6654994874303133,,S
751,1,1,Mrs. Margaret Brown,female,,0,0,PC 29631,135.686262721589,,C
752,0,3,Mr. Patrick Murphy,male,21.000935610116073,0,0,PC 62652,12.704050305478187,C136,C
753,0,3,Mr. Olaf Dahl,male,,0,0,PC 77446,3.0321358090851898,,S
754,0,2,Mr. Henry Reg,male,21.81726736740075,0,0,PC 43500,14.135144402865642,,S
755,1,1,Miss. Charlotte Cardeza,female,21.47898047622834,3,0,PC 29897,113.90390925605706,F43,S
756,0,3,Mr. Mustafa Ozkan,male,31.875734324750393,0,2,PC 68915,20.15911095968283,,S
757,1,3,Mrs. Bridget OBrien,female,6.496339500944497,0,2,PC 47377,9.485664850106229,,C
758,1,3,Miss. Mary Kelly,female,,0,2,PC 86670,4.988884557916128,,S
759,1,3,Miss. Dagmar Bryhl,female,30.52338334279198,0,0,PC 36897,49.86535234972017,,C
760,0,3,Mr. Olaf Dahl,male,29.672152761472432,1,0,PC 57280,14.915860270219918,,S
761,1,1,Col. John Weir,male,19.517418038098405,0,0,PC 67320,44.07059493634899,,S
762,0,2,Mr. Charles Aldworth,male,,0,2,PC 82592,6.813356168125979,,S
763,0,2,Rev. Robert Bateman,male,28.901855701920297,0,2,PC 78289,27.187934948894686,,C
764,0,3,Mr. Ali Hassan,male,,1,1,PC 41941,3.7992009134214846,,S
765,1,1,Mrs. Margaret Brown,female,,0,0,PC 24234,15.824922208964164,,S
766,0,3,Mr. Patrick Murphy,male,22.139204320417633,0,2,PC 85172,10.338968300007215,,S
767,0,3,Mr. Patrick Murphy,male,40.0458397413257,0,0,PC 13376,4.691873966033102,,S
768,0,3,Mr. Olaf Dahl,male,11.685950186365526,0,0,PC 40783,13.580776777409683,,S
769,0,2,Mr. Thomas Byles,male,,0,0,PC 51249,2.597719502467304,,Q
770,0,3,Mr. Olaf Dahl,male,32.34386108591251,0,0,PC 53025,14.577350262161016,,S
771,1,1,Col. John Weir,male,29.732787419092638,0,0,PC 26447,27.979819691455884,,C
772,1,3,Mrs. Anna Sage,female,18.964438081456784,1,0,PC 95865,0.003328606085715386,,S
773,0,1,Major Fortescue,male,29.343990111089028,0,0,PC 26713,11.402704443084758,,S
774,0,2,Mrs. Ethel Beane,female,15.904962269382407,0,0,PC 14858,56.144399754732184,C22,S
775,1,3,Miss. Dagmar Bryhl,female,57.78157548508596,0,1,PC 61115,27.67504355105291,,S
776,0,1,Col. John Weir,male,29.455323377173357,4,0,PC 95008,22.349278342515326,,C
777,1,1,Mrs. Eleanor Fortune,female,35.10531860153294,0,0,PC 69834,126.56738199869247,,S
778,0,3,Mr. Ali Hassan,male,13.54085754442054,1,1,PC 92060,12.849951293668392,,S
779,1,3,Mrs. Leah Rosen,female,21.284472929726228,0,2,PC 14539,48.45935262067035,D9,S
780,0,3,Mr. Olaf Dahl,male,36.84106827210435,0,0,PC 73983,6.408519820265131,,Q
781,0,3,Mrs. Anna Sage,female,43.7621457069616,0,0,PC 28857,15.6729253008808,,S
782,0,3,Mrs. Leah Rosen,female,,0,0,PC 15364,0.89932146331764,,S
783,1,2,Miss. Kate Buss,female,14.203400522024118,2,0,PC 75985,10.445027066023064,B115,S
784,1,2,Mrs. Ada Clarke,female,35.034443452759525,3,0,PC 69169,68.70711205669375,,S
785,0,1,Mr. William Sloper,male,23.723871237075222,0,1,PC 96366,65.04252297925538,,S
786,0,3,Mr. Mustafa Ozkan,male,12.50276687620251,0,0,PC 31078,4.651261586497875,,C
787,0,3,Mr. Ali Hassan,male,11.225038759899288,2,1,PC 47574,1.7555362425207985,,S
788,1,2,Mr. Thomas Byles,male,20.948402871204454,0,1,PC 10869,25.167135503506906,,S
789,0,3,Mrs. Bridget OBrien,female,44.42377903006185,0,2,PC 72624,14.182679225270418,C50,S
790,1,3,Mr. Mustafa Ozkan,male,46.63001219136049,0,0,PC 50075,6.415806051832609,,S
791,1,1,Miss. Charlotte Cardeza,female,31.829849006451955,0,2,PC 13659,253.2380588546638,,S
792,0,3,Mr. Olaf Dahl,male,,0,0,PC 46370,0.3076061780316291,,Q
793,0,3,Mrs. Bridget OBrien,female,23.516177569306585,0,0,PC 68185,4.959522374445719,,C
794,0,3,Mr. Mustafa Ozkan,male,,0,0,PC 89921,34.786867201615166,,C
795,0,1,Miss. Charlotte Cardeza,female,44.886778644202366,0,0,PC 53751,32.51128208723341,,C
796,1,3,Mrs. Bridget OBrien,female,33.48852162886154,0,0,PC 72758,3.9824580871162074,,S
797,0,3,Mr. Ali Hassan,male,18.576747429395603,0,0,PC 94873,10.467385530234356,,S
798,0,3,Mr. Olaf Dahl,male,49.7393823097308,1,0,PC 15131,23.78519330854341,C51,S
799,0,3,Mrs. Leah Rosen,female,15.419071199936269,0,0,PC 11358,1.4914236936040897,,S
800,1,3,Mr. Patrick Murphy,male,45.576100114295784,0,0,PC 67371,39.25142343870523,,S
801,0,3,Mr. Ali Hassan,male,11.012101207938596,2,0,PC 92307,21.715882069866012,,S
802,0,1,Dr. Arthur Jackson,male,76.2646147989992,1,1,PC 89139,16.79805154916759,E41,S
803,0,3,Mr. Olaf Dahl,male,13.827299842894725,0,0,PC 26246,17.054067459200972,,C
804,0,3,Mr. Johan Larsson,male,46.696689208861756,0,0,PC 27216,6.65910277198598,,C
805,0,2,Mr. George Harris,male,20.66474857150121,1,0,PC 51209,10.65340857716569,,Q
806,0,3,Mr. Patrick Murphy,male,36.749224880698605,1,0,PC 52987,20.949980422996312,,S
807,0,3,Mr. Ali Hassan,male,57.96007452685781,3,0,PC 30577,45.08722352434494,,S
808,1,3,Mrs. Leah Rosen,female,24.73779760178079,1,0,PC 52320,1.8553308794160226,,S
809,0,3,Mr. Patrick Murphy,male,73.06451997084524,0,2,PC 21301,7.477657027158441,,S
810,1,1,Mrs. Margaret Brown,female,,0,0,PC 85051,55.0820670654887,,S
811,0,3,Mr. Johan Larsson,male,12.908852757761862,0,0,PC 10891,6.467834967678867,,S
812,0,3,Mr. Olaf Dahl,male,27.977498116354436,0,0,PC 31972,6.1825711405885455,,S
813,0,1,Col. John Weir,male,25.148882588616928,0,1,PC 60457,4.509474605548793,,S
814,0,3,Mr. Patrick Murphy,male,28.839963023365932,0,0,PC 64435,15.849447940607478,,S
815,0,3,Mr. Mustafa Ozkan,male,23.587042297982773,0,0,PC 30932,7.851213425941204,B60,S
816,0,3,Mr. Johan Larsson,male,17.964211167558886,1,0,PC 14192,2.968199373537262,,S
817,0,3,Mr. Patrick Murphy,male,27.206084966812398,0,0,PC 26128,23.194122134815256,,S
818,0,2,Mr. Charles Aldworth,male,36.20159178204907,0,0,PC 32836,33.58211357993247,E88,S
819,1,1,Miss. Bishop,female,6.436127917819763,0,0,PC 34837,55.968715008298126,,S
820,0,2,Mr. Charles Aldworth,male,41.97204196054736,0,0,PC 32778,7.337405805039066,,S
821,0,3,Mr. Johan Larsson,male,,1,0,PC 53130,13.924231305505016,,C
822,1,1,Miss. Bishop,female,53.45366617503032,1,0,PC 26708,28.550849396692296,,C
823,0,2,Mr. Henry Reg,male,22.689510812939588,5,0,PC 34232,5.5723959063990005,,S
824,0,2,Mr. Henry Reg,male,21.21905787125371,0,0,PC 67266,27.142694185028613,,S
825,0,3,Mrs. Anna Sage,female,,0,0,PC 49412,0.5639035531964243,,S
826,0,3,Mr. Mustafa Ozkan,male,35.33399756895205,0,2,PC 14782,1.3640341280063568,,S
827,1,2,Miss. Nora Keane,female,10.315798020475157,0,1,PC 71196,0.14099429244048425,,S
828,1,2,Miss. Nora Keane,female,19.613986070875477,1,0,PC 36315,3.4359414652687104,,S
829,0,3,Mr. Johan Larsson,male,30.67332378846826,1,0,PC 20052,0.9793481987276392,A119,S
830,0,3,Mr. Patrick Murphy,male,,1,0,PC 29521,74.98331497608308,,S
831,0,1,Col. John Weir,male,29.2377944820834,0,0,PC 79434,28.628511523611618,E52,S
832,0,3,Mr. Ali Hassan,male,49.14899259296251,1,0,PC 92755,2.2147164977111626,,S
833,0,1,Major Fortescue,male,46.29484886597354,0,2,PC 79690,23.162879999448354,,C
834,1,1,Mrs. Eleanor Fortune,female,,1,0,PC 45546,231.07023897628085,,S
835,0,3,Mr. Johan Larsson,male,43.054317719144414,0,0,PC 89345,10.059951494157678,,S
836,0,2,Mr. George Harris,male,34.688899046180076,0,0,PC 35972,9.394567873116944,,Q
837,1,3,Miss. Mary Kelly,female,30.658654807271795,0,0,PC 88059,28.31317758913941,,Q
838,1,2,Mrs. Ethel Beane,female,,2,0,PC 74385,10.401972304409806,,S
839,0,3,Mr. Mustafa Ozkan,male,23.542982279192824,0,0,PC 32030,5.589341420223413,,S
840,1,3,Mr. Olaf Dahl,male,24.565266378632586,0,0,PC 50376,3.182350961923019,,S
841,0,1,Dr. Arthur Jackson,male,34.260255979791765,1,1,PC 95641,39.85704155311354,D129,S
842,1,3,Mr. Ali Hassan,male,28.00241951988169,0,0,PC 99831,5.2169378430845486,,C
843,0,1,Major Fortescue,male,45.71807266334025,0,2,PC 87400,95.00773373986364,,Q
844,1,3,Mr. Johan Larsson,male,39.56780275190527,0,1,PC 88412,4.6840675612604175,A3,S
845,1,1,Lady Duff-Gordon,female,,0,0,PC 28055,72.31185571922013,,S
846,0,2,Mr. Henry Reg,male,35.899112950825995,1,1,PC 97508,1.4109822230903122,,S
847,0,1,Dr. Arthur Jackson,male,,1,0,PC 35493,17.8343634551299,,S
848,0,3,Mr. Olaf Dahl,male,39.05299816730519,0,2,PC 84861,7.168450192728154,,C
849,0,3,Mr. Patrick Murphy,male,44.01090388115989,4,0,PC 46775,37.86427075139675,,C
850,1,3,Mrs. Leah Rosen,female,33.24838059016281,0,0,PC 61057,6.48850239452654,G120,S
851,1,1,Mrs. Eleanor Fortune,female,,0,0,PC 95909,91.63263834173057,,S
852,0,3,Mrs. Bridget OBrien,female,28.288783040020945,0,0,PC 46253,4.034487580092996,D149,S
853,1,1,Col. John Weir,male,13.01210109710183,0,4,PC 96717,11.412087483937912,,S
854,0,3,Mr. Ali Hassan,male,,0,0,PC 61884,0.826381340317504,C14,C
855,1,1,Capt. Edward Smith,male,,2,0,PC 86497,30.612840082393323,,S
856,1,1,Mr. William Sloper,male,,1,0,PC 27705,14.412112239210192,,S
857,1,1,Col. John Weir,male,20.515030702894226,0,2,PC 54676,16.058544975571543,,S
858,1,3,Mrs. Leah Rosen,female,49.234132709502674,0,0,PC 89045,19.594906636302362,F117,C
859,0,3,Mr. Patrick Murphy,male,19.946489642699348,1,0,PC 17101,0.21871821786550902,,S
860,0,1,Col. John Weir,male,,2,0,PC 72495,68.54533638651998,,C
